FIPS Code,State,County Name,"Population Estimate, 2007","Population Estimate, 2008","Population Estimate, 2009",2010 Census Population,"Population Estimate, 2011","Population Estimate, 2012"
28055,MS,Issaquena,1667,1655,1612,1406,1392,1386
28057,MS,Itawamba,22976,23095,23000,23401,23332,23340
28059,MS,Jackson,130971,132010,132922,139668,139901,140298
28061,MS,Jasper,17954,18092,17940,17062,16777,16523
28063,MS,Jefferson,8982,8889,8928,7726,7605,7638
28065,MS,Jefferson Davis,12713,12617,12543,12487,12118,12032
28067,MS,Jones,66850,67466,67776,67761,68075,68641
28069,MS,Kemper,9994,9863,9833,10456,10146,10335
28071,MS,Lafayette,43302,43688,43975,47351,48472,49495
28073,MS,Lamar,47551,48950,49980,55658,57422,57786
28075,MS,Lauderdale,77974,78653,79099,80261,80475,80220
28077,MS,Lawrence,13248,13275,13308,12929,12687,12551
28079,MS,Leake,22763,22970,23132,23805,23572,23297
28081,MS,Lee,80116,80974,81913,82910,84156,85042
28083,MS,Leflore,35090,35090,34563,32317,31861,30948
28085,MS,Lincoln,34313,34650,34830,34869,34889,34900
28087,MS,Lowndes,59525,59225,59658,59779,59671,59670
28089,MS,Madison,89505,91494,93097,95203,96941,98468
28091,MS,Marion,25650,25719,25732,27088,26809,26442
28093,MS,Marshall,36496,36875,36900,37144,36786,36612
28095,MS,Monroe,37054,37135,36905,36989,36626,36421
28097,MS,Montgomery,11485,11251,11129,10925,10872,10614
28099,MS,Neshoba,29871,30106,30302,29676,29818,29785
28101,MS,Newton,22562,22545,22568,21720,21499,21601
28103,MS,Noxubee,11853,11785,11631,11545,11351,11218
28105,MS,Oktibbeha,43891,44070,44544,47671,47741,48192
28107,MS,Panola,35210,35362,35245,34707,34602,34473
28109,MS,Pearl River,57113,57770,57860,55834,55718,55295
28111,MS,Perry,12197,12214,12035,12250,12164,12086
28113,MS,Pike,39776,39878,39834,40404,40406,40100
28115,MS,Pontotoc,28809,28994,29248,29957,29900,30594
28117,MS,Prentiss,25481,25611,25709,25276,25330,25390
28119,MS,Quitman,8782,8587,8391,8223,8134,7798
28121,MS,Rankin,138249,140982,143124,141617,143702,145165
28123,MS,Scott,29209,29259,29341,28264,28388,28250
28125,MS,Sharkey,5489,5492,5420,4916,4892,4799
28127,MS,Simpson,27823,28027,27920,27503,27320,27374
28129,MS,Smith,15938,15766,15826,16491,16442,16345
28131,MS,Stone,15586,16340,16619,17786,17822,18028
28133,MS,Sunflower,30962,30116,29610,29450,29296,28431
28135,MS,Tallahatchie,13162,12897,12638,15378,15318,15111
28137,MS,Tate,26906,27204,27337,28886,28719,28490
28139,MS,Tippah,21456,21538,21661,22232,22143,22025
28141,MS,Tishomingo,19186,19081,19034,19593,19603,19591
28143,MS,Tunica,10491,10526,10436,10778,10628,10475
28145,MS,Union,26822,27100,27263,27134,27340,27414
28147,MS,Walthall,15368,15432,15291,15443,15406,15100
28149,MS,Warren,48893,48145,48175,48773,48346,48084
28151,MS,Washington,55482,54941,54616,51137,50406,49750
28153,MS,Wayne,21136,20814,20654,20747,20589,20661
28155,MS,Webster,9783,9914,9852,10253,10319,10039
28157,MS,Wilkinson,10216,10164,10143,9878,9679,9432
28159,MS,Winston,19701,19447,19309,19198,19069,19029
28161,MS,Yalobusha,13740,13658,13773,12678,12552,12401
28163,MS,Yazoo,28609,28311,27981,28065,27886,28195
29001,MO,Adair,24629,24998,25135,25607,25552,25581
29003,MO,Andrew,16835,16914,17052,17291,17196,17417
29005,MO,Atchison,6097,6015,6036,5685,5569,5517
29007,MO,Audrain,25697,25777,25556,25529,25566,25621
29009,MO,Barry,36087,36209,35881,35597,35282,35546
29011,MO,Barton,12722,12521,12386,12402,12327,12337
29013,MO,Bates,16941,16918,16761,17049,17008,16709
29015,MO,Benton,18586,18534,18461,19056,19115,18962
29017,MO,Bollinger,12124,11958,11841,12363,12356,12382
29019,MO,Boone,152313,154331,156377,162642,165627,168535
29021,MO,Buchanan,88814,89186,89856,89201,89666,89706
29023,MO,Butler,41120,41247,41471,42794,43082,43053
29025,MO,Caldwell,9242,9189,9160,9424,9315,9145
29027,MO,Callaway,43223,43588,43727,44332,44420,44305
29029,MO,Camden,40402,40711,40705,44002,43679,43845
29031,MO,Cape Girardeau,72643,73217,73957,75674,76632,76950
29033,MO,Carroll,9838,9705,9535,9295,9260,9086
29035,MO,Carter,5936,5913,5870,6265,6365,6262
29037,MO,Cass,97900,99281,100184,99478,100052,100376
29039,MO,Cedar,13789,13700,13544,13982,13948,13799
29041,MO,Chariton,7755,7671,7594,7831,7734,7649
29043,MO,Christian,73287,75646,77455,77422,78570,79824
29045,MO,Clark,7200,7160,7127,7139,7019,6969
29047,MO,Clay,218244,223370,228358,221939,225161,227577
29049,MO,Clinton,20979,21022,21002,20743,20789,20508
29051,MO,Cole,73587,74388,75018,75990,76448,76363
29053,MO,Cooper,17544,17326,17298,17601,17663,17520
29055,MO,Crawford,23981,23877,23915,24696,24800,24832
29057,MO,Dade,7538,7465,7316,7883,7807,7568
29059,MO,Dallas,16809,16799,16637,16777,16749,16799
29061,MO,Daviess,8045,8041,8078,8433,8313,8239
29063,MO,DeKalb,12302,12181,12112,12892,12767,12940
29065,MO,Dent,14986,15079,15042,15657,15676,15647
29067,MO,Douglas,13426,13584,13608,13684,13548,13585
29069,MO,Dunklin,31518,31326,31039,31953,31974,31826
29071,MO,Franklin,99997,100867,101263,101492,101938,101412
29073,MO,Gasconade,15393,15253,15096,15222,15168,14972
29075,MO,Gentry,6227,6205,6108,6738,6786,6777
29077,MO,Greene,263800,266898,269630,275174,277214,280626
29079,MO,Grundy,10070,10083,10047,10261,10228,10338
29081,MO,Harrison,8762,8738,8769,8957,8866,8728
29083,MO,Henry,22388,22171,22176,22272,22219,22153
29085,MO,Hickory,9063,8992,8903,9627,9628,9391
29087,MO,Holt,4960,4895,4868,4912,4814,4655
29089,MO,Howard,9819,9851,9857,10144,10204,10169
29091,MO,Howell,38540,38968,38921,40400,40665,40629
29093,MO,Iron,10087,9995,9943,10630,10656,10374
29095,MO,Jackson,685246,700699,705708,674158,676360,677377
29097,MO,Jasper,114979,116634,118179,117404,118435,115258
29099,MO,Jefferson,215904,217599,219046,218733,219480,220209
29101,MO,Johnson,52009,52161,52657,52595,53439,54397
29103,MO,Knox,4039,4005,3981,4131,4126,4082
29105,MO,Laclede,35276,35478,35432,35571,35636,35417
29107,MO,Lafayette,32652,32824,32572,33381,33209,33080
29109,MO,Lawrence,37552,37638,37648,38634,38660,38467
29111,MO,Lewis,9997,9887,9791,10211,10155,10174
29113,MO,Lincoln,51491,52726,53311,52566,53076,53354
29115,MO,Linn,12756,12655,12606,12761,12566,12484
29117,MO,Livingston,14144,14123,14235,15195,15074,15037
29119,MO,McDonald,22936,22873,23063,23083,22977,22876
29121,MO,Macon,15463,15434,15359,15566,15591,15573
29123,MO,Madison,12304,12400,12341,12226,12195,12448
29125,MO,Maries,9027,8924,8821,9176,9171,9014
29127,MO,Marion,28137,28283,28449,28781,28717,28745
29129,MO,Mercer,3447,3474,3475,3785,3804,3729
29131,MO,Miller,24804,24817,24778,24748,24770,24817
29133,MO,Mississippi,13519,13378,13266,14358,14306,14322
29135,MO,Moniteau,15091,15075,15132,15607,15697,15625
29137,MO,Monroe,9195,9138,8993,8840,8734,8703
29139,MO,Montgomery,11934,11858,11698,12236,12270,11996
29141,MO,Morgan,20765,20780,20527,20565,20502,20117
29143,MO,New Madrid,17670,17537,17480,18956,18783,18488
29145,MO,Newton,56035,55981,56121,58114,58414,59069
29147,MO,Nodaway,22051,22041,22130,23370,23468,23419
29149,MO,Oregon,10344,10324,10291,10881,11017,10997
29151,MO,Osage,13364,13414,13561,13878,13915,13858
29153,MO,Ozark,9360,9386,9315,9723,9595,9601
29155,MO,Pemiscot,18579,18338,18193,18296,18174,18111
29157,MO,Perry,18742,18707,18847,18971,19041,19018
29159,MO,Pettis,40794,41065,41421,42201,42178,42319
29161,MO,Phelps,42451,42132,42248,45156,45020,44987
29163,MO,Pike,18446,18498,18406,18516,18572,18565
29165,MO,Platte,87658,89303,90688,89322,90903,92054
29167,MO,Polk,30193,30343,30626,31137,31170,31017
29169,MO,Pulaski,44402,44760,46457,52274,53175,53259
29171,MO,Putnam,4880,4838,4759,4979,4978,4931
29173,MO,Ralls,9729,9670,9634,10167,10281,10277
29175,MO,Randolph,25608,25641,25501,25414,25346,25330
29177,MO,Ray,23520,23531,23358,23494,23230,23064
29179,MO,Reynolds,6403,6315,6202,6696,6588,6667
29181,MO,Ripley,13558,13477,13395,14100,14143,14036
29183,MO,St. Charles,343833,349595,355367,360485,365151,368666
29185,MO,St. Clair,9437,9360,9276,9805,9641,9474
29186,MO,Ste. Genevieve,17829,17699,17542,18145,18124,17740
29187,MO,St. Francois,62740,63314,63884,65359,65577,65917
29189,MO,St. Louis,993690,992331,992408,998954,998692,318172
29195,MO,Saline,22710,22595,22821,23370,23280,23339
29197,MO,Schuyler,4086,4123,4144,4431,4381,4370
29199,MO,Scotland,4803,4788,4803,4843,4828,4877
29201,MO,Scott,40825,40764,40855,39191,39136,39139
29203,MO,Shannon,8341,8350,8361,8441,8432,8318
29205,MO,Shelby,6455,6376,6325,6373,6280,6234
29207,MO,Stoddard,29632,29387,29069,29968,29807,29795
29209,MO,Stone,31452,31495,31424,32202,32263,31568
29211,MO,Sullivan,6798,6831,6835,6714,6659,6546
29213,MO,Taney,45880,47274,48023,51675,52736,52956
29215,MO,Texas,24522,24497,24563,26008,25936,25810
29217,MO,Vernon,20050,20099,20166,21159,20963,20748
29219,MO,Warren,30463,31153,31485,32513,32515,32753
29221,MO,Washington,24305,24488,24400,25195,25076,25095
29223,MO,Wayne,12519,12454,12392,13521,13475,13402
29225,MO,Webster,35892,36439,36552,36202,36439,36351
29227,MO,Worth,2070,2011,2014,2171,2150,2079
29229,MO,Wright,18130,18255,17908,18815,18716,18629
29510,MO,St. Louis,355663,356730,356587,319294,318069,1000438
30001,MT,Beaverhead,8857,8980,8976,9246,9198,9346
30003,MT,Big Horn,12751,12809,13015,12865,13093,13061
30005,MT,Blaine,6493,6442,6485,6491,6565,6683
30007,MT,Broadwater,4582,4681,4793,5612,5752,5756
30009,MT,Carbon,9753,9718,9756,10078,10028,10127
30011,MT,Carter,1234,1194,1202,1160,1152,1177
30013,MT,Cascade,81780,82022,82178,81327,81837,81723
30015,MT,Chouteau,5212,5190,5167,5813,5793,5904
30017,MT,Custer,11115,11103,11189,11699,11752,11888
30019,MT,Daniels,1682,1688,1703,1751,1763,1786
30021,MT,Dawson,8581,8524,8558,8966,8989,9249
30023,MT,Deer Lodge,8860,8904,8792,9298,9299,9227
30025,MT,Fallon,2652,2666,2725,2890,2956,3024
30027,MT,Fergus,11198,11168,11208,11586,11506,11435
30029,MT,Flathead,87200,89104,89624,90928,91301,91633
30031,MT,Gallatin,87300,89812,90343,89513,91377,92614
30033,MT,Garfield,1193,1161,1173,1206,1251,1261
30035,MT,Glacier,13355,13361,13550,13399,13624,13711
30037,MT,Golden Valley,1101,1041,1057,884,865,839
30039,MT,Granite,2887,2860,2879,3079,3068,3109
30041,MT,Hill,16492,16453,16632,16096,16397,16366
30043,MT,Jefferson,11127,11288,11470,11406,11381,11401
30045,MT,Judith Basin,2050,2036,2051,2072,2004,2024
30047,MT,Lake,28103,28373,28605,28746,28947,28986
30049,MT,Lewis and Clark,60131,61156,61942,63395,64318,64876
30051,MT,Liberty,1799,1743,1748,2339,2402,2392
30053,MT,Lincoln,18740,18751,18717,19687,19566,19491
30055,MT,McCone,1718,1670,1624,1734,1711,1701
30057,MT,Madison,7381,7465,7457,7691,7660,7733
30059,MT,Meagher,1917,1900,1908,1891,1911,1924
30061,MT,Mineral,3881,3861,3833,4223,4208,4167
30063,MT,Missoula,105851,107552,108623,109299,110138,110977
30065,MT,Musselshell,4466,4506,4600,4538,4701,4665
30067,MT,Park,16027,16109,15941,15636,15469,15567
30069,MT,Petroleum,431,433,440,494,491,511
30071,MT,Phillips,3952,3911,3944,4253,4250,4128
30073,MT,Pondera,5941,5852,5814,6153,6257,6165
30075,MT,Powder River,1703,1693,1664,1743,1738,1763
30077,MT,Powell,7114,7036,7089,7027,7063,7096
30079,MT,Prairie,1057,1092,1108,1179,1159,1157
30081,MT,Ravalli,40297,40571,40431,40212,40450,40617
30083,MT,Richland,9099,9164,9313,9746,10128,10810
30085,MT,Roosevelt,10119,10103,10303,10425,10527,10927
30087,MT,Rosebud,9126,9150,9258,9233,9379,9396
30089,MT,Sanders,11008,11052,11096,11413,11440,11408
30091,MT,Sheridan,3336,3249,3243,3384,3460,3580
30093,MT,Silver Bow,32590,32776,32949,34200,34383,34403
30095,MT,Stillwater,8630,8688,8786,9117,9131,9195
30097,MT,Sweet Grass,3725,3695,3667,3651,3623,3605
30099,MT,Teton,6161,6171,6088,6073,6091,6053
30101,MT,Toole,4989,5052,5151,5324,5239,5220
30103,MT,Treasure,654,650,612,718,727,736
30105,MT,Valley,6874,6889,6771,7369,7487,7505
30107,MT,Wheatland,2000,2043,2044,2168,2140,2104
30109,MT,Wibaux,903,872,897,1017,985,1057
30111,MT,Yellowstone,140047,142602,144797,147972,150069,151882
31001,NE,Adams,32873,33149,33324,31364,31216,31459
31003,NE,Antelope,6680,6620,6652,6685,6619,6545
31005,NE,Arthur,372,358,339,460,469,486
31007,NE,Banner,711,673,647,690,684,760
31009,NE,Blaine,442,434,458,478,473,514
31011,NE,Boone,5510,5477,5427,5505,5412,5417
31013,NE,Box Butte,11040,11084,10891,11308,11383,11317
31015,NE,Boyd,2098,2094,2063,2099,2082,2054
31017,NE,Brown,3173,3101,3062,3145,3117,3023
31019,NE,Buffalo,44887,45186,45814,46102,46690,47463
31021,NE,Burt,7005,6972,6922,6858,6802,6659
31023,NE,Butler,8394,8382,8400,8395,8287,8295
31025,NE,Cass,25520,25643,25485,25241,25188,25133
31027,NE,Cedar,8531,8397,8362,8852,8730,8746
31029,NE,Chase,3687,3616,3625,3966,4011,4064
31031,NE,Cherry,5672,5575,5474,5713,5761,5727
31033,NE,Cheyenne,9892,9871,9720,9998,9978,10068
31035,NE,Clay,6316,6270,6205,6542,6486,6411
31037,NE,Colfax,9959,10061,10332,10515,10614,10653
31039,NE,Cuming,9272,9204,9132,9139,9181,9072
31041,NE,Custer,10822,10808,10784,10939,10903,10740
31043,NE,Dakota,20353,20339,20651,21006,20913,20918
31045,NE,Dawes,8772,8692,8735,9182,9196,9152
31047,NE,Dawson,24778,24848,25076,24326,24388,24220
31049,NE,Deuel,1886,1873,1839,1941,1984,1972
31051,NE,Dixon,6230,6265,6289,6000,5989,5918
31053,NE,Dodge,35857,35662,35640,36691,36773,36427
31055,NE,Douglas,497292,503087,510199,517110,524861,531265
31057,NE,Dundy,1984,1949,1957,2008,1976,2021
31059,NE,Fillmore,6033,5998,5962,5890,5866,5771
31061,NE,Franklin,3126,3086,3089,3225,3207,3188
31063,NE,Frontier,2656,2562,2516,2756,2723,2741
31065,NE,Furnas,4655,4578,4556,4959,4943,4907
31067,NE,Gage,23071,22852,22653,22311,22031,21806
31069,NE,Garden,1843,1783,1739,2057,2069,1953
31071,NE,Garfield,1724,1721,1709,2049,2032,2007
31073,NE,Gosper,1960,1897,1844,2044,2010,2029
31075,NE,Grant,619,606,560,614,630,629
31077,NE,Greeley,2333,2316,2251,2538,2519,2458
31079,NE,Hall,55385,56390,57487,58607,59477,60345
31081,NE,Hamilton,9309,9302,9280,9124,9069,9011
31083,NE,Harlan,3373,3288,3234,3423,3417,3410
31085,NE,Hayes,964,973,959,967,960,953
31087,NE,Hitchcock,2856,2841,2806,2908,2857,2887
31089,NE,Holt,10243,10079,10011,10435,10399,10396
31091,NE,Hooker,722,727,723,736,729,727
31093,NE,Howard,6461,6407,6443,6274,6342,6336
31095,NE,Jefferson,7454,7333,7238,7547,7519,7521
31097,NE,Johnson,5043,5092,5077,5217,5211,5140
31099,NE,Kearney,6573,6506,6460,6489,6588,6485
31101,NE,Keith,8000,7803,7760,8368,8301,8220
31103,NE,Keya Paha,841,821,802,824,813,804
31105,NE,Kimball,3609,3548,3576,3821,3775,3783
31107,NE,Knox,8632,8465,8378,8701,8575,8573
31109,NE,Lancaster,274333,277991,281531,285407,289800,293407
31111,NE,Lincoln,35448,35672,35670,36288,36142,36099
31113,NE,Logan,741,720,732,763,762,765
31115,NE,Loup,673,658,661,632,610,589
31117,NE,McPherson,508,515,488,539,552,509
31119,NE,Madison,34161,34201,34505,34876,34931,35031
31121,NE,Merrick,7583,7603,7666,7845,7732,7780
31123,NE,Morrill,5002,4961,4911,5042,4998,4889
31125,NE,Nance,3539,3499,3460,3735,3740,3715
31127,NE,Nemaha,6945,6982,6856,7248,7280,7154
31129,NE,Nuckolls,4504,4423,4334,4500,4478,4438
31131,NE,Otoe,15522,15367,15214,15740,15798,15747
31133,NE,Pawnee,2686,2598,2614,2773,2735,2765
31135,NE,Perkins,2870,2796,2769,2970,2955,2931
31137,NE,Phelps,9134,9107,9032,9188,9184,9215
31139,NE,Pierce,7244,7219,7184,7266,7216,7166
31141,NE,Platte,31805,32001,32515,32237,32593,32681
31143,NE,Polk,5183,5106,5079,5406,5322,5320
31145,NE,Red Willow,10648,10610,10651,11055,11032,10975
31147,NE,Richardson,8299,8221,8125,8363,8345,8290
31149,NE,Rock,1507,1498,1509,1526,1494,1376
31151,NE,Saline,13821,13773,13872,14200,14345,14557
31153,NE,Sarpy,146249,150398,153504,158840,162561,165853
31155,NE,Saunders,20138,20069,20057,20780,20867,20823
31157,NE,Scotts Bluff,36390,36625,36865,36970,37044,36964
31159,NE,Seward,16476,16674,16481,16750,16703,16935
31161,NE,Sheridan,5402,5290,5264,5469,5392,5319
31163,NE,Sherman,2944,2925,2881,3152,3093,3108
31165,NE,Sioux,1359,1311,1281,1311,1336,1315
31167,NE,Stanton,6346,6260,6311,6129,6155,6089
31169,NE,Thayer,5157,5083,5003,5228,5160,5134
31171,NE,Thomas,600,583,565,647,716,676
31173,NE,Thurston,7265,7208,7306,6940,7006,7020
31175,NE,Valley,4236,4144,4108,4260,4218,4229
31177,NE,Washington,19849,19710,19718,20234,20295,20252
31179,NE,Wayne,9260,9210,9249,9595,9504,9554
31181,NE,Webster,3574,3471,3431,3812,3775,3725
31183,NE,Wheeler,796,790,763,818,818,805
31185,NE,York,14222,14013,13837,13665,13726,13746
32001,NV,Churchill,24733,24808,24897,24877,24637,24375
32003,NV,Clark,1838635,1879093,1902834,1951269,1969975,2000759
32005,NV,Douglas,45775,45741,45464,46997,46886,46996
32007,NV,Elko,46993,47184,47896,48818,49491,51216
32009,NV,Esmeralda,689,664,626,783,775,775
32011,NV,Eureka,1536,1599,1707,1987,1979,2001
32013,NV,Humboldt,17617,17918,18260,16528,16735,17048
32015,NV,Lander,5085,5127,5159,5775,5841,5941
32017,NV,Lincoln,4455,4643,4794,5345,5311,5405
32019,NV,Lyon,52305,52813,52641,51980,51871,51327
32021,NV,Mineral,4753,4648,4662,4772,4593,4653
32023,NV,Nye,44067,44175,44234,43946,43351,42963
32027,NV,Pershing,6376,6292,6286,6753,6734,6749
32029,NV,Storey,4281,4438,4441,4010,3896,3935
32031,NV,Washoe,406335,412219,414820,421407,425710,429908
32033,NV,White Pine,9110,9136,9188,10030,10098,10042
32510,NV,Carson City,55007,55274,55176,55274,55439,54838
33001,NH,Belknap,61027,61276,61358,60088,60223,60327
33003,NH,Carroll,47877,48085,47860,47818,47641,47567
33005,NH,Cheshire,77445,77182,77045,77117,76918,76851
33007,NH,Coos,32317,31917,31487,33055,32688,32096
33009,NH,Grafton,85573,86278,86291,89118,88923,89181
33011,NH,Hillsborough,402731,404074,405906,400721,401696,402922
33013,NH,Merrimack,148584,148979,149071,146445,146579,146761
33015,NH,Rockingham,296937,298330,299276,295223,296207,297820
33017,NH,Strafford,122097,122938,123589,123143,123857,124119
33019,NH,Sullivan,42755,42813,42692,43742,43462,43074
34001,NJ,Atlantic,269945,270609,271712,274549,274338,275422
34003,NJ,Bergen,885664,889915,895250,905116,911004,918888
34005,NJ,Burlington,446314,445492,446108,448734,449576,451336
34007,NJ,Camden,517559,517739,517879,513657,513241,513539
34009,NJ,Cape May,96700,96470,96091,97265,96601,96304
34011,NJ,Cumberland,155402,156784,157745,156898,157095,157785
34013,NJ,Essex,769139,767075,769644,783969,785137,787744
34015,NJ,Gloucester,286056,288168,289920,288288,289104,289586
34017,NJ,Hudson,589377,592111,597924,634266,641224,652302
34019,NJ,Hunterdon,129655,129806,130034,128349,128038,127050
34021,NJ,Mercer,363402,364571,366222,366513,367063,368303
34023,NJ,Middlesex,779830,785324,790738,809858,814217,823041
34025,NJ,Monmouth,641036,641864,644105,630380,631020,629384
34027,NJ,Morris,485592,486946,488518,492276,494976,497999
34029,NJ,Ocean,565525,569662,573678,576567,579369,580470
34031,NJ,Passaic,487067,488364,491778,501226,502007,502885
34033,NJ,Salem,65981,66194,66342,66083,65902,65774
34035,NJ,Somerset,320745,323160,326869,323444,324893,327707
34037,NJ,Sussex,151632,151431,151118,149265,148517,147442
34039,NJ,Union,519738,521816,526426,536499,539494,543976
34041,NJ,Warren,109684,109897,109638,108692,108339,107653
35001,NM,Bernalillo,628825,635444,642527,662564,670968,673460
35003,NM,Catron,3458,3431,3443,3725,3733,3658
35005,NM,Chaves,62429,62998,63622,65645,65890,65784
35006,NM,Cibola,27209,27200,27036,27213,27658,27334
35007,NM,Colfax,13178,12929,12737,13750,13640,13223
35009,NM,Curry,45108,43806,44407,48376,49649,49938
35011,NM,De Baca,1871,1861,1819,2022,1945,1927
35013,NM,Dona Ana,198205,201428,206419,209233,213598,214445
35015,NM,Eddy,51256,51774,52706,53829,54152,54419
35017,NM,Grant,29890,29993,29903,29514,29380,29388
35019,NM,Guadalupe,4408,4321,4241,4687,4619,4603
35021,NM,Harding,710,668,663,695,704,707
35023,NM,Hidalgo,5015,5043,5057,4894,4861,4794
35025,NM,Lea,57952,59129,60232,64727,65423,66338
35027,NM,Lincoln,20832,20925,21016,20497,20454,20309
35028,NM,Los Alamos,18546,18240,18074,17950,18222,18159
35029,NM,Luna,26800,27095,27044,25095,25281,25041
35031,NM,McKinley,69899,70423,70513,71492,73664,73016
35033,NM,Mora,5044,4998,4935,4881,4773,4705
35035,NM,Otero,63306,63329,63201,63797,65703,66041
35037,NM,Quay,8984,8965,8917,9041,9026,8769
35039,NM,Rio Arriba,40778,40609,40678,40246,40446,40318
35041,NM,Roosevelt,19044,18749,18817,19846,20446,20419
35043,NM,Sandoval,117824,122465,125988,131561,134259,135588
35045,NM,San Juan,122289,122407,124131,130044,128200,128529
35047,NM,San Miguel,28506,28394,28323,29393,29301,28891
35049,NM,Santa Fe,143369,145362,147532,144170,145648,146375
35051,NM,Sierra,12478,12703,12886,11988,11943,11895
35053,NM,Socorro,18150,18151,18092,17866,17873,17603
35055,NM,Taos,31614,31508,31507,32937,32917,32779
35057,NM,Torrance,16577,16327,16475,16383,16345,16021
35059,NM,Union,3718,3742,3817,4549,4433,4431
35061,NM,Valencia,71459,72346,72913,76569,77070,76631
36001,NY,Albany,298246,297537,298284,304204,303565,305455
36003,NY,Allegany,49183,49370,49157,48946,48778,48357
36005,NY,Bronx,1385122,1389315,1397287,1385108,1392002,1408473
36007,NY,Broome,194978,194635,194630,200600,199031,198060
36009,NY,Cattaraugus,80253,79835,79689,80317,79832,79458
36011,NY,Cayuga,79932,79755,79526,80026,79738,79552
36013,NY,Chautauqua,134014,133595,133503,134905,134368,133539
36015,NY,Chemung,88058,87902,88331,88830,88840,88911
36017,NY,Chenango,51132,50937,50620,50477,50118,49933
36019,NY,Clinton,81865,81699,81618,82128,81945,81654
36021,NY,Columbia,62284,61961,61618,63096,62550,62499
36023,NY,Cortland,48313,48131,47996,49336,49363,49474
36025,NY,Delaware,46287,45938,45514,47980,47559,47276
36027,NY,Dutchess,291815,292500,293562,297488,297999,297322
36029,NY,Erie,911784,909858,909247,919040,918028,919086
36031,NY,Essex,37856,37740,37686,39370,39181,38961
36033,NY,Franklin,50482,50440,50274,51599,51551,51795
36035,NY,Fulton,55075,55122,55053,55531,55180,54925
36037,NY,Genesee,58159,57950,57868,60079,59993,59977
36039,NY,Greene,49170,49106,48947,49221,48954,48673
36041,NY,Hamilton,5016,4959,4923,4836,4793,4778
36043,NY,Herkimer,62433,62293,62236,64519,64160,64508
36045,NY,Jefferson,117957,117157,118719,116229,117910,120262
36047,NY,Kings,2539206,2549941,2567098,2504700,2532645,2565635
36049,NY,Lewis,26322,26030,26157,27087,27072,27224
36051,NY,Livingston,63123,63067,62871,65393,65070,64810
36053,NY,Madison,70049,70092,69954,73442,73365,72382
36055,NY,Monroe,730629,731543,733703,744344,745625,747813
36057,NY,Montgomery,48606,48623,48616,50219,49916,49941
36059,NY,Nassau,1353061,1353151,1357429,1339532,1344436,1349233
36061,NY,New York,1625251,1631599,1629054,1585873,1601948,1619090
36063,NY,Niagara,214181,214197,214557,216469,216011,215124
36065,NY,Oneida,230948,230540,231044,234878,234287,233556
36067,NY,Onondaga,452944,453373,454753,467026,466960,466852
36069,NY,Ontario,103834,104782,105650,107931,108525,108519
36071,NY,Orange,376226,379520,383532,372813,374872,374512
36073,NY,Orleans,42370,42246,42051,42883,42622,42836
36075,NY,Oswego,121444,121551,121377,122109,122228,121700
36077,NY,Otsego,62194,61811,61602,62259,61917,61709
36079,NY,Putnam,99012,99090,99265,99710,99933,99607
36081,NY,Queens,2277779,2288574,2306712,2230722,2247848,2272771
36083,NY,Rensselaer,155294,155751,155541,159429,159395,159835
36085,NY,Richmond,482854,487365,491730,468730,470467,470728
36087,NY,Rockland,297005,298747,300173,311687,315158,317757
36089,NY,St. Lawrence,109594,109553,109715,111944,111690,112232
36091,NY,Saratoga,216259,217958,220069,219607,220882,222133
36093,NY,Schenectady,150288,151252,152169,154727,155058,155124
36095,NY,Schoharie,31932,31803,31529,32749,32578,32099
36097,NY,Schuyler,18923,18868,18720,18343,18361,18514
36099,NY,Seneca,34276,34060,34049,35251,35198,35305
36101,NY,Steuben,96430,96452,96552,98990,99033,99063
36103,NY,Suffolk,1511732,1513435,1518475,1493350,1498816,1499273
36105,NY,Sullivan,76403,75969,75828,77547,76900,76793
36107,NY,Tioga,50402,50235,50064,51125,51043,50478
36109,NY,Tompkins,100413,101027,101779,101564,101723,102554
36111,NY,Ulster,181530,181722,181440,182493,182448,181791
36113,NY,Warren,65804,65926,66021,65707,65831,65538
36115,NY,Washington,62577,62727,62753,63216,63165,62934
36117,NY,Wayne,91529,91517,91291,93772,93436,92962
36119,NY,Westchester,946563,949835,955962,949113,955899,961670
36121,NY,Wyoming,41841,41549,41398,42155,41944,41892
36123,NY,Yates,24535,24573,24482,25348,25454,25344
37001,NC,Alamance,144824,147910,150358,151131,153291,153920
37003,NC,Alexander,36389,36586,36777,37198,37087,36853
37005,NC,Alleghany,10963,11025,10964,11155,11052,10927
37007,NC,Anson,25194,25189,25056,26948,26609,26351
37009,NC,Ashe,25485,25691,25812,27281,27143,27097
37011,NC,Avery,17831,17915,17932,17797,17572,17635
37013,NC,Beaufort,45853,46343,46414,47759,47691,47507
37015,NC,Bertie,19461,19466,19345,21282,20874,20653
37017,NC,Bladen,32320,32411,32343,35190,34928,34915
37019,NC,Brunswick,99724,104122,107062,107431,110097,112257
37021,NC,Buncombe,226823,229373,231452,238318,241419,244490
37023,NC,Burke,88827,89282,89548,90912,90904,90505
37025,NC,Cabarrus,162740,168559,172223,178011,181468,184498
37027,NC,Caldwell,79357,79862,79914,83029,82395,81930
37029,NC,Camden,9427,9632,9730,9980,10014,10090
37031,NC,Carteret,63334,63547,64423,66469,67373,67632
37033,NC,Caswell,23233,23189,23004,23719,23403,23217
